mentions_count,source_name,person,tone_avg,tone_std
1056,iheart.com,George Herbert Walker Bush,-0.9345514017382552,0.1263172161136379
529,iheart.com,Jeb Bush,-0.928895487419473,0.11028247284838104
527,iheart.com,John Adams,-0.9347852348461184,0.054915854109314176
406,time.mk,George Bush,-4.2439239034719805,1.200252588423781
299,ksl.com,Donald Trump,-0.2485297294748535,2.2052042537265213
298,time.mk,Vladimir Putin,-4.693017888657601,1.2666289516411922
284,iheart.com,Los Angeles,1.1544454654652556,1.2396278756018535
277,greensboro.com,Donald Trump,-0.4059112553610981,2.142523142095186
239,reuters.com,Lopez Obrador,-3.2679888168437388,0.8224783430358962
209,wacotrib.com,Donald Trump,-0.2462964094197105,2.3849395834733182
206,yahoo.com,Donald Trump,-2.0818851366508744,2.3881779783294523
201,reuters.com,Donald Trump,-2.425797561501237,1.7371022681085586
194,chron.com,Donald Trump,-1.8474240509340112,2.8299226705882394
180,accesswdun.com,Donald Trump,-0.24645029334785234,2.079564605924679
179,msn.com,Donald Trump,-1.567880135858172,1.933702768494027
176,wafa.ps,George Bush,-4.447439353099731,0.0
171,msn.com,George Bush,0.05052732940646695,1.2440685309846609
155,tucson.com,Donald Trump,-0.9145988602771568,2.5747719605012023
149,yahoo.com,Lopez Obrador,-2.3320309773572907,2.0072657749165463
141,sfgate.com,Donald Trump,-1.7782037993784354,2.5750565465230353
115,dailymail.co.uk,Theresa May,0.07221277837225992,1.730881378305266
109,sputniknews.com,Vladimir Putin,-0.2404244802176749,3.4663673135711783
86,washingtonpost.com,Donald Trump,-1.7986980652895768,2.524646414616781
85,msn.com,Ronald Reagan,-0.10459287967598203,1.028319415276418
80,ksl.com,Barbara Bush,1.0440094705106238,0.7062266815059381
80,msn.com,Vladimir Putin,-1.6128775841113268,1.8472875963510291
78,iheart.com,Donald Trump,-0.5931390920747113,0.7389945632979337
78,dailymail.co.uk,Los Angeles,0.6249144071525814,2.8497802870021465
77,msn.com,Barbara Bush,-0.13036557760960898,1.4378980565836357
76,dailymail.co.uk,Donald Trump,-1.2029151298967418,3.1746756588189466
73,yahoo.com,Vladimir Putin,-2.699929202245964,2.3753011987779664
69,ksl.com,Angela Merkel,0.014236344462589812,1.4565206742212968
69,ksl.com,Bill Clinton,0.5089241881522074,1.3434951557612678
65,greensboro.com,Bill Clinton,0.7066946623046633,1.6251852096227213
63,greensboro.com,Angela Merkel,-0.266883743358094,1.1698523986014824
63,tucson.com,Lopez Obrador,0.17240962488942446,0.8187164525774401
63,reuters.com,Vladimir Putin,-1.2399491330157042,1.8443189065675183
62,business-standard.com,Donald Trump,-0.9960951082911016,3.1723401346781457
62,chron.com,Vladimir Putin,-2.054161307262837,1.8035322172031447
60,reuters.com,Theresa May,-0.9489774226557351,1.9606425225774708
59,greensboro.com,Barbara Bush,0.9609547658116424,0.8002876924952452
58,sputniknews.com,Donald Trump,-1.854954508059926,1.929491195741148
56,ksl.com,Lopez Obrador,-0.0952057308916639,0.5660934241794041
54,chron.com,Barbara Bush,-0.39145504731025343,2.5505188369014284
54,chron.com,Kid Rock,-0.3679154369141535,0.9153796478361934
52,indiatimes.com,Donald Trump,-0.7974445192333961,3.0640556662927962
51,wacotrib.com,Barbara Bush,0.952423884173214,1.1669028411076527
51,dailymail.co.uk,Lopez Obrador,-0.025238429937286973,1.6368144399866975
50,sfgate.com,Barbara Bush,-0.7004505275043665,2.0965120405656483
49,wacotrib.com,Bill Clinton,0.8217663693026268,1.9660261913056287
49,chron.com,Los Angeles,-1.699988415997297,4.132312745207429
49,ksl.com,Mikhail Gorbachev,1.0617592842652572,0.6551835242854658
48,msn.com,Theresa May,-0.683547012887478,1.691309362171575
48,sfgate.com,Vladimir Putin,-1.8826103584494145,2.1485766008217477
47,wacotrib.com,Angela Merkel,0.3014508939822972,1.5367209435928653
47,reuters.com,Jamal Khashoggi,-1.7172385592738102,2.133469658367972
46,reuters.com,Los Angeles,-2.950934960524775,2.737521828909101
45,msn.com,Angela Merkel,-1.4252304859488276,1.3209518904309292
44,accesswdun.com,Bill Clinton,1.1301869727681664,1.3364296103728706
44,msn.com,Lopez Obrador,-0.6917012164210099,2.0724059848679524
43,accesswdun.com,Barbara Bush,1.3176151283907287,1.036865586886105
42,sputniknews.com,George Bush,-2.1323186889693995,1.7721636452134464
42,ksl.com,Ronald Reagan,-0.09415555510141642,2.2736577595017016
41,accesswdun.com,Angela Merkel,-0.10598663227802622,1.2442676286551482
41,msn.com,Bill Clinton,-0.3875441041856782,1.737894693339971
41,yahoo.com,George Bush,-1.4739180542357158,1.7276453514978571
39,greensboro.com,Ronald Reagan,0.6696780258591789,1.4963461027240839
39,yahoo.com,Ronald Reagan,-1.2805617898466366,1.4436508264747872
38,yahoo.com,Jamal Khashoggi,-1.7940477743072634,1.7714136415528292
38,msn.com,Jeb Bush,-0.979465473053172,1.864255910967724
37,reuters.com,Angela Merkel,-0.5918546053378176,1.4142618352115264
37,tucson.com,Bill Clinton,0.2394071504388733,1.8584584783273819
37,msn.com,Jamal Khashoggi,-0.842881110267103,1.208199165131394
37,reuters.com,Ronald Reagan,-0.7067277553812332,0.9275209323391188
37,business-standard.com,Vladimir Putin,-1.214701928049828,2.9953292751075304
36,tucson.com,Angela Merkel,-0.6105901521682731,1.6194118334556082
36,yahoo.com,Angela Merkel,-1.7148894040122586,2.4809785667912103
34,greensboro.com,Vladimir Putin,-1.7334642203535136,1.514810510353341
34,tucson.com,Vladimir Putin,-1.8372040231767728,1.7774625889654976
33,sfgate.com,Bill Clinton,-0.20207264587331747,2.1638562170964715
33,yahoo.com,Bill Clinton,-0.53924085403935,2.7570163068804807
33,msn.com,George Herbert Walker Bush,0.25466739514002396,1.6772996878110082
32,tucson.com,Barbara Bush,0.9343428401287316,1.1281046019086944
32,ksl.com,Vladimir Putin,-2.231668198300334,2.155493652642026
31,yahoo.com,Barbara Bush,-0.4553298919748894,1.872822847243128
31,washingtonpost.com,Bill Clinton,-0.3385138372681308,2.408874634359083
31,washingtonpost.com,Kid Rock,-0.2435471200505168,1.3257885246215029
31,chron.com,Lopez Obrador,0.6574794991053852,0.5562386516949016
31,wacotrib.com,Ronald Reagan,0.43307310718852093,1.6240902723255783
31,msn.com,Saddam Hussein,-1.1821392134029822,1.5359741507511342
31,yahoo.com,Saddam Hussein,-2.633206657364394,3.502976921732165
30,wacotrib.com,Mikhail Gorbachev,1.2681087886854163,1.5886065222395467
29,greensboro.com,Kid Rock,-0.1787374450571555,1.0093860922122553
29,greensboro.com,Mikhail Gorbachev,0.8632775694391985,1.033562828729077
28,chron.com,Bill Clinton,-0.0917369430928186,2.0704653366406007
28,ksl.com,Jim Mcgrath,1.099236991927247,0.7768244727439341
27,chron.com,Angela Merkel,-1.6369204960854502,1.5677765468998688
27,greensboro.com,Barack Obama,1.3164488587734429,1.4351952707628362
27,ksl.com,Barack Obama,0.9027451538128196,1.069089748795257
27,wafa.ps,Barbara Bush,-4.9421056667433465,0.4403379313203316
27,yahoo.com,George Herbert Walker Bush,-0.5426408734281875,1.8820418607946876
27,wafa.ps,Ronald Reagan,-4.9421056667433465,0.4403379313203316
26,ksl.com,John Adams,1.008636772214163,0.7295330431903834
26,greensboro.com,Lopez Obrador,-0.38000405899414025,0.38425479799241824
26,sfgate.com,Lopez Obrador,1.0179210550325777,0.5789496895391911
26,indiatimes.com,Vladimir Putin,-0.7174814507158485,2.664200401668336
25,wacotrib.com,Barack Obama,1.2026573112704866,2.051307187862192
25,yahoo.com,Barack Obama,-0.25945796054579506,2.0178096383107653
25,sfgate.com,Los Angeles,-0.8969836565528435,2.528078879727876
25,washingtonpost.com,Vladimir Putin,-2.2229919835773777,2.2214299680273304
24,sputniknews.com,Angela Merkel,-1.2136195857327787,1.4486056749339191
24,dailymail.co.uk,Jamal Khashoggi,-0.3927292364695961,2.220977418434586
24,greensboro.com,Jim Mcgrath,1.0275846854248132,1.1232160776918974
24,greensboro.com,John Adams,1.0275846854248132,1.1232160776918974
24,sfgate.com,Kid Rock,-0.4166255225305294,1.387948990937366
24,tucson.com,Kid Rock,-0.1416419837472469,1.5118331316291902
24,msn.com,Los Angeles,-1.0907445644982432,1.813181398195028
24,accesswdun.com,Ronald Reagan,0.8465526459146436,1.7334783335145711
23,dailymail.co.uk,Angela Merkel,0.2238846875709377,0.9392211470280446
23,msn.com,Barack Obama,-0.20483467312110334,1.7095700986926918
23,washingtonpost.com,Barbara Bush,0.16878621097166902,2.0423429984263057
23,dailymail.co.uk,George Bush,0.8645236548929242,1.370043961935319
23,ksl.com,George Bush,-0.4993767086350535,2.401464416016582
23,accesswdun.com,Mikhail Gorbachev,1.3651030545828395,0.6686394535301453
23,tucson.com,Ronald Reagan,0.28853598659250673,1.6078422485629835
23,ksl.com,Saddam Hussein,-0.1454711403685563,2.240823965267361
23,greensboro.com,Theresa May,-0.04473213833665221,1.7200462233101297
23,yahoo.com,Theresa May,-0.36480867930412136,2.1556626366452853
22,ksl.com,Jeb Bush,0.3979283067950173,1.186590068690942
22,wacotrib.com,Lopez Obrador,-0.911801675561882,0.8506401582562281
22,accesswdun.com,Vladimir Putin,-1.2203510953941588,1.7515629003494495
21,dailymail.co.uk,Barbara Bush,1.0216987240178868,1.2511940212573922
21,yahoo.com,George Hw Bush,-0.35391841645752103,1.520353003689971
21,time.mk,Jim Mcgrath,-3.8161151260378503,1.8478846662565716
21,yahoo.com,Los Angeles,-2.0543246671358686,3.727024521398522
21,chron.com,Ronald Reagan,-0.6530632447149127,1.7803826360366606
21,ksl.com,Theresa May,0.6574023860130395,1.2344888107442198
21,dailymail.co.uk,Vladimir Putin,-0.4168760650916001,0.6752436936104981
20,sfgate.com,Barack Obama,-0.8098948866219319,2.170778652468472
20,reuters.com,Jim Mcgrath,-1.2826048217676465,1.365142593235894
20,accesswdun.com,Lopez Obrador,-0.3361567747838148,1.21816572040214
20,tucson.com,Mikhail Gorbachev,0.7941803438115497,1.4143968288093531
20,sfgate.com,Ronald Reagan,-0.3614528782606021,2.0463283605790576
20,washingtonpost.com,Ronald Reagan,-1.1614581164359068,2.1213777206500812
20,time.mk,Saddam Hussein,-3.6456254003630617,1.2065145868039062
20,wacotrib.com,Vladimir Putin,-2.3785698326563063,3.118325021920224
19,sfgate.com,Angela Merkel,-0.6558388041785826,1.5997573152473608
19,accesswdun.com,Barack Obama,1.57316416188971,0.7877956045450019
19,chron.com,Barack Obama,-0.7230614856909539,2.8531807507358553
19,greensboro.com,George Bush,-1.2142767037738271,2.327366315512569
19,wacotrib.com,George Bush,-0.9466000213404346,2.4328228045606264
19,dailymail.co.uk,George Hw Bush,2.145867724725325,1.1364376397440672
19,accesswdun.com,Jim Mcgrath,1.160026790860392,1.2174721753826223
19,accesswdun.com,John Adams,1.160026790860392,1.2174721753826223
19,washingtonpost.com,Saddam Hussein,-1.8966314249265173,2.2293703402629608
18,chron.com,George Bush,-3.2965965522611698,2.6092380659705507
18,tucson.com,George Bush,-0.6647142415548849,2.4244889644356715
18,msn.com,George Hw Bush,0.7390953607938417,1.1430978607443791
18,wacotrib.com,Jeb Bush,-0.6783806920154773,3.0164293968333573
18,wacotrib.com,John Adams,0.6348689250781763,1.4244225236781922
18,msn.com,Mikhail Gorbachev,-0.7899051355228079,1.13075709372826
18,reuters.com,Mikhail Gorbachev,0.13166230342294555,0.6758959495435022
17,tucson.com,Barack Obama,0.9237004247958276,1.9724831877240143
17,business-standard.com,George Hw Bush,2.9615492776415335,2.692549142962496
17,greensboro.com,Jamal Khashoggi,-1.2009358033704731,0.99771068166748
17,sfgate.com,Jeb Bush,-1.1214840974040858,2.2720926541262663
17,wacotrib.com,Jim Mcgrath,0.8143858282594232,1.240750742288905
17,washingtonpost.com,Lopez Obrador,0.2855901160985901,0.09955372018889
17,dailymail.co.uk,Ronald Reagan,0.4615500673113819,1.0922939873630375
17,greensboro.com,Saddam Hussein,0.041634770223659266,2.128987319623096
17,wacotrib.com,Saddam Hussein,-0.03877508073068325,2.1859861663577864
16,reuters.com,Barack Obama,-0.7885085581803952,0.9814206613487968
16,washingtonpost.com,Barack Obama,-0.6183236696819524,2.568755921818978
16,business-standard.com,Jamal Khashoggi,-1.9527209886510517,1.194622437362581
16,washingtonpost.com,Jeb Bush,-1.583794533174786,2.8243027503093616
16,reuters.com,John Adams,-0.3927453648308433,0.4750099989456749
16,sfgate.com,Saddam Hussein,-1.8415526077056827,2.0757898407363533
16,wacotrib.com,Theresa May,0.664757289824227,1.9814984694143392
15,reuters.com,Barbara Bush,-0.7782130935819316,1.1314474521881464
15,sfgate.com,George Bush,-2.9739695059579976,2.239804258575141
15,washingtonpost.com,George Bush,-1.1578191520098526,2.6352781873565383
15,chron.com,George Herbert Walker Bush,-0.15560202781519214,2.6367600939169957
15,reuters.com,George Herbert Walker Bush,-0.3651649482926845,0.478237421321785
15,washingtonpost.com,George Herbert Walker Bush,-0.8703933181460554,2.8170287001264684
15,reuters.com,Jeb Bush,-0.9116971511305452,1.2087073191548363
15,sfgate.com,Mikhail Gorbachev,-0.5037113549659535,2.017978627961873
15,yahoo.com,Mikhail Gorbachev,0.6350202087931529,2.2876783857130856
15,reuters.com,Saddam Hussein,-1.3187893922309983,1.3817346443453955
15,chron.com,Theresa May,-1.9407304118853916,0.9337945445956579
14,dailymail.co.uk,Bill Clinton,-1.3935633263208689,2.3833954110304787
14,indiatimes.com,Jamal Khashoggi,-1.1184195195771875,2.5409203114379317
14,accesswdun.com,Theresa May,1.0204995430191235,1.610789487168855
14,business-standard.com,Theresa May,-0.11977778509796158,2.660309093266217
13,washingtonpost.com,Angela Merkel,-0.8398217185172331,1.1450774228946936
13,dailymail.co.uk,Barack Obama,0.5729323277987182,1.3420923687570645
13,sfgate.com,George Herbert Walker Bush,-0.5037422956692208,2.4782881664260628
13,chron.com,Jamal Khashoggi,-1.4250724244398336,1.1658346047262946
13,tucson.com,John Adams,0.2519158437189813,1.5015371797333708
13,wacotrib.com,Kid Rock,-0.05841990100482253,1.97404663279544
13,sfgate.com,Theresa May,-1.3333467530313157,1.2726834750428446
13,tucson.com,Theresa May,-0.3791083315801349,1.8262887602673268
12,accesswdun.com,George Bush,-1.7753112853595883,2.613092160525716
12,reuters.com,George Bush,-0.4292005681065793,0.8453205191925993
12,dailymail.co.uk,George Herbert Walker Bush,0.252274604161169,2.3238671056595117
12,ksl.com,George Herbert Walker Bush,-0.4269502118048495,1.5437754132774282
12,wacotrib.com,George Herbert Walker Bush,0.5569575355880617,2.893901388436085
12,ksl.com,Jamal Khashoggi,-1.090352414622378,1.0509523896323365
12,tucson.com,Jamal Khashoggi,-1.5060657352769031,0.8476175737518941
12,chron.com,Jeb Bush,-0.9400405262825448,2.707297817166527
12,greensboro.com,Jeb Bush,0.31165814417066523,1.4874020413935134
12,chron.com,Jim Mcgrath,-1.2150864066372853,2.022419639086797
12,sfgate.com,Jim Mcgrath,-1.294676618461843,1.9644726196949682
12,tucson.com,Jim Mcgrath,0.4761608632158881,1.3215272685753172
12,tucson.com,Saddam Hussein,-0.7178578295957236,2.348422290918717
12,sputniknews.com,Theresa May,0.6580546357365656,2.2774137725467143
11,reuters.com,Bill Clinton,-0.907429028346442,0.8311915873368545
11,greensboro.com,George Herbert Walker Bush,-0.07538678172920579,2.425606465399
11,tucson.com,George Herbert Walker Bush,-0.3494471264207449,2.5872266658954235
11,sfgate.com,Jamal Khashoggi,-1.777322748597281,1.095666637475451
11,accesswdun.com,Kid Rock,-0.203252032520325,0.0
11,indiatimes.com,Los Angeles,0.9461223965579992,0.4891549473536563
11,chron.com,Saddam Hussein,-2.4186556770467256,2.8405442148183027
10,indiatimes.com,Angela Merkel,-1.9657164371076048,3.2653988818032715
10,wacotrib.com,Jamal Khashoggi,-0.9935328978819432,1.122532434262691
10,accesswdun.com,Jeb Bush,-0.6510385801208781,3.295001597237587
10,yahoo.com,Jeb Bush,-1.0137444797142372,1.4932746527701035
10,dailymail.co.uk,Kid Rock,2.48344370860927,0.0
10,washingtonpost.com,Los Angeles,-1.2891976568345134,2.914518759761888
10,washingtonpost.com,Mikhail Gorbachev,-0.7331443584311992,3.0372968439925576
10,sputniknews.com,Saddam Hussein,-4.237414443232537,1.2043953678268098
9,business-standard.com,Barbara Bush,0.2988516518188222,2.5501230960833112
9,business-standard.com,Bill Clinton,-0.8230637943043125,2.78210606876445
9,accesswdun.com,Jamal Khashoggi,-1.2993088208838128,1.0430763401544707
9,washingtonpost.com,Jamal Khashoggi,-1.4818410983284136,0.8929638925764812
9,chron.com,Mikhail Gorbachev,0.3495406404520469,1.2696243535722151
9,indiatimes.com,Ronald Reagan,-2.045299493830897,1.3262095391740467
9,business-standard.com,Saddam Hussein,-2.6545126480722017,2.8191262434796696
8,indiatimes.com,Barbara Bush,-1.0824759300519164,1.0789076696678774
8,sputniknews.com,Jamal Khashoggi,-2.4540073432389864,1.5809760821696048
8,yahoo.com,John Adams,-1.1639111265979338,1.0017191847521547
8,business-standard.com,Lopez Obrador,-4.20032310177706,0.0
8,tucson.com,Los Angeles,-4.4056155638607235,2.3430507764859967
8,accesswdun.com,Saddam Hussein,0.3163940521039662,2.489267961453407
7,business-standard.com,Barack Obama,0.3502946299576598,3.0451690233829454
7,sputniknews.com,Barack Obama,-0.06843291801607565,2.201118073905976
7,business-standard.com,George Herbert Walker Bush,-1.1363307731705825,2.208734182001144
7,indiatimes.com,George Hw Bush,-1.010620695263775,1.8494301953280132
7,tucson.com,Jeb Bush,-0.431894166865956,3.7391998374594033
7,sfgate.com,John Adams,-1.0740625882438115,1.4265164689009322
7,msn.com,Kid Rock,2.38095238095238,0.0
7,iheart.com,Ronald Reagan,-0.0175973213506343,2.1576370819362194
7,washingtonpost.com,Theresa May,-1.3845390095158985,1.0460795035396866
6,business-standard.com,Angela Merkel,-0.9504937439286733,1.6834231392850312
6,fasopresse.net,George Bush,0.7916649097625292,0.5392633413058573
6,indiatimes.com,George Herbert Walker Bush,-1.867254778407897,0.7968383265000002
6,business-standard.com,Jeb Bush,-3.1064731690635696,0.939918915625114
6,washingtonpost.com,Jim Mcgrath,-0.6390802016352503,1.6256401526293474
6,yahoo.com,Jim Mcgrath,-0.02670224113462077,1.8359446494941367
6,msn.com,John Adams,-1.5013926757110152,0.4825241114100208
6,business-standard.com,Mikhail Gorbachev,1.4186049040359516,3.3705854035323526
6,dailymail.co.uk,Saddam Hussein,-1.1613341119783918,2.4231008588527865
5,indiatimes.com,Bill Clinton,-1.613904447880346,2.111456426149732
5,business-standard.com,George Bush,-1.077650740682668,1.1991156761586297
5,sputniknews.com,George Herbert Walker Bush,-0.2423774974720837,1.8922496513166795
5,chron.com,John Adams,-0.5264425588906575,1.654824441045302
5,indiatimes.com,John Adams,-1.6692771626609044,0.7069127426335391
5,washingtonpost.com,John Adams,-1.443437580913094,1.4716483506170834
5,fasopresse.net,Lopez Obrador,0.6291291156575276,0.5981666888014008
5,iheart.com,Mikhail Gorbachev,-3.7037037037037,0.0
5,sputniknews.com,Mikhail Gorbachev,0.5543998271334334,2.702175429719901
5,business-standard.com,Ronald Reagan,-1.395111989416108,2.137412587792556
4,sputniknews.com,Barbara Bush,-2.5796058473043124,1.5210860797176478
4,time.mk,Barbara Bush,-4.712277295126292,0.514898488285056
4,iheart.com,George Bush,2.05655526992288,0.0
4,indiatimes.com,George Bush,-3.86195562859491,0.0
4,indiatimes.com,Jim Mcgrath,-4.3673595480824385,1.9167719479250211
4,msn.com,Jim Mcgrath,-0.4879338998732146,1.6297636804990883
4,wacotrib.com,Los Angeles,-5.690854923346957,1.1596569196115174
4,sputniknews.com,Ronald Reagan,-1.5131188402196174,3.3837750742771946
4,indiatimes.com,Saddam Hussein,-1.3723107390404157,0.27995319110630845
3,iheart.com,Barbara Bush,1.6826105735211694,2.395133299872145
3,sputniknews.com,Bill Clinton,1.3233093338675266,4.605508463381179
3,accesswdun.com,George Herbert Walker Bush,-0.73410399570803,1.5019946735783252
3,dailymail.co.uk,Jeb Bush,-2.54829691863085,8.291119327396517
3,indiatimes.com,Jeb Bush,-2.75384855526399,1.9192977512356049
3,sputniknews.com,Jeb Bush,-1.7467854140958898,0.5196121447317941
3,accesswdun.com,Los Angeles,-5.463081059444879,1.2455642100480653
3,greensboro.com,Los Angeles,-6.060924292302884,0.9756042923329634
3,ksl.com,Los Angeles,-6.0363362988875,0.9789353748233364
3,sputniknews.com,Los Angeles,-0.10384789094568436,3.0290108997851006
3,iheart.com,Saddam Hussein,-1.192851436047814,1.5871144778878967
2,indiatimes.com,Barack Obama,-0.12816263396309854,1.1656207242628758
2,iheart.com,Bill Clinton,0.9931302270011949,4.678140741721029
2,business-standard.com,Jim Mcgrath,-0.6745829387338815,0.1895645774580384
2,dailymail.co.uk,Jim Mcgrath,0.25247133803460003,1.7952316741282586
2,dailymail.co.uk,John Adams,-0.1867242545208635,1.174115310601834
1,iheart.com,Barack Obama,-2.1551724137931,
1,fasopresse.net,Donald Trump,1.1595547309833,
1,sfgate.com,George Hw Bush,1.7543859649122802,
1,fasopresse.net,Jamal Khashoggi,-0.12180267965895301,
1,iheart.com,Jim Mcgrath,0.6230529595015579,
1,sputniknews.com,Jim Mcgrath,-1.1467889908256899,
1,fasopresse.net,Los Angeles,2.03327171903882,
1,dailymail.co.uk,Mikhail Gorbachev,-1.01694915254237,
1,indiatimes.com,Theresa May,3.04568527918782,
1,iheart.com,Vladimir Putin,4.52261306532663,
